Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2019-11-16,0:00:00,Public Intoxication,600 Block West 6th Street,,TERMA,APD Do Not Use,7203,Asian,Male
NT,2019-11-16,1:21:00,Public Intoxication,East 6th Street And,Trinity Street,TERM,APD Do Not Use,8126,White,Male
NT,2019-11-16,18:45:00,Camping In A Public Place,500 Block East 7th Street,,TERM,APD Do Not Use,7796,White,Female
NT,2019-11-17,2:00:00,Public Intoxication,East 6th Street And,Trinity Street,ACT,APD Do Not Use,7401,Black or African American,Male
NT,2019-11-17,2:30:00,Public Intoxication,400 Block East 6th Street,,ACT,APD Do Not Use,7837,Hispanic or Latino,Male
NT,2019-11-17,18:24:00,Public Intoxication,70 Block Rainey Street,,TERM,APD Do Not Use,7837,Black or African American,Male
NT,2019-11-18,3:22:00,Public Intoxication,Lavaca Street And,West 5th Street,TERM,APD Do Not Use,8126,White,Male
NT,2019-11-18,21:31:00,Possession Of Drug Paraphernalia,TRINITY ST,,IN,Other Agency,8140,Black or African American,Male
NT,2019-11-19,0:00:00,Public Intoxication,412 Congress Avenue,,IN,APD Do Not Use,8594,White,Male
NT,2019-11-19,10:45:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,IN,APD Do Not Use,5930,Black or African American,Male
NT,2019-11-19,18:42:00,Public Intoxication,500 Block West 6th Street,,ACT,APD Do Not Use,8139,White,Male
NT,2019-11-19,23:25:00,Public Intoxication,West 6th Street And,Guadalupe Street,TERM,APD Do Not Use,4710,White,Male
NT,2019-11-19,23:46:00,Possession Of Drug Paraphernalia,E 6TH ST,SOUTH ALLEY,IN,Other Agency,8140,White,Male
NT,2019-11-20,0:05:00,Obstruction in the DACC Area Prohibited,7th Street And Neches Street,,ACT,APD Do Not Use,7824,White,Female
NT,2019-11-20,0:37:00,Possession Of Drug Paraphernalia,BRAZOS ST,,TERM,Other Agency,8140,Black or African American,Male
TR,2019-11-20,0:53:00,Pedestrian Crossing Midblock,BRAZOS ST,,IN,Other Agency,8140,Black or African American,Female
TR,2019-11-20,0:56:00,Pedestrian Crossing Midblock,BRAZOSBST,,IN,Other Agency,8140,White,Female
NT,2019-11-20,5:12:00,Possession Of Drug Paraphernalia,NECHES ST,,TERM,Other Agency,8115,White,Male
NT,2019-11-20,9:00:00,Obstruction in the DACC Area Prohibited,600 Block Neches Street,,TERM,APD Do Not Use,7824,Black or African American,Female
NT,2019-11-20,11:32:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,7824,Black or African American,Male
NT,2019-11-20,14:09:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,8235,Black or African American,Female
NT,2019-11-20,15:40:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,ACT,APD Do Not Use,7824,White,Female
NT,2019-11-20,16:20:00,Consuming Alcohol In A Public Street,600 Block Neches Street,,TERM,APD Do Not Use,7796,White,Male
NT,2019-11-20,16:31:00,Obstruction in the DACC Area Prohibited,800 Block Neches Street,,TERM,APD Do Not Use,8152,Hispanic or Latino,Male
NT,2019-11-20,22:09:00,Littering,BRAZOS ST,,TERM,Other Agency,8140,Black or African American,Male
NT,2019-11-20,22:09:00,Simple Assault By Contact,BRAZOS ST,,TERM,Other Agency,8140,Black or African American,Male
NT,2019-11-20,22:42:00,Park Curfew Violation,600 Block Sabine Street,,ACT,APD Do Not Use,7216,White,Male
NT,2019-11-20,23:03:00,Park Curfew Violation,SABINE ST,,IN,Other Agency,8594,Black or African American,Male
NT,2019-11-21,1:34:00,Human Waste,E 6TH ST,S ALLEY,ACT,Other Agency,8140,Hispanic or Latino,Male
TR,2019-11-21,1:38:00,Pedestrian Walking Against Light,E 6TH ST,TRINITY ST,IN,Other Agency,8140,White,Female
TR,2019-11-21,9:44:00,Pedestrian Walking Against Light,East 7th Street And Neches Street,,ACT,APD Do Not Use,7796,Black or African American,Male
TR,2019-11-21,16:16:00,Pedestrian On Roadway,700 Block Neches Street,,IN,APD Do Not Use,7796,Black or African American,Male
NT,2019-11-21,19:10:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,8242,Black or African American,Male
NT,2019-11-21,19:15:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,IN,APD Do Not Use,8235,White,Male
NT,2019-11-22,0:00:00,Minor In Possession Of Alcohol,300 Block West 27th Street,,TERM,APD Do Not Use,4694,,
NT,2019-11-22,20:44:00,Public Intoxication,514 East 6th Street,,ACT,APD Do Not Use,8067,White,Male
NT,2019-11-22,21:35:00,Minor In Possession Of Alcohol,300 Block West 27th Street,,TERM,APD Do Not Use,4886,White,Male
NT,2019-11-22,21:35:00,Minor In Possession Of Alcohol,300 Block West 27th Street,,TERM,APD Do Not Use,8242,Asian,Male
NT,2019-11-22,21:55:00,Minor In Possession Of Alcohol,710 West 28th Street,,TERM,APD Do Not Use,4694,White,Male
NT,2019-11-22,21:55:00,Minor In Possession Of Alcohol,710 West 28th Street,,TERM,APD Do Not Use,4694,White,Female
NT,2019-11-22,21:59:00,Minor In Possession Of Alcohol,701 West 28th Street,,TERM,APD Do Not Use,4540,White,Female
NT,2019-11-22,23:45:00,Minor In Possession Of Alcohol,2414 Pearl Street,,TERM,APD Do Not Use,4694,White,Female
NT,2019-11-23,0:25:00,Minor In Possession Of Alcohol,710 West 28th Street,,TERM,APD Do Not Use,4603,White,Male
NT,2019-11-23,0:54:00,Minor In Possession Of Alcohol,2414 Pearl Street,,TERM,APD Do Not Use,4694,White,Female
