Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2019-11-23,1:40:00,Public Intoxication,516 East 6th Street,,TERM,APD Do Not Use,8226,Black or African American,Male
NT,2019-11-23,2:21:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,TERM,APD Do Not Use,8674,White,Female
NT,2019-11-23,2:21:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Female
NT,2019-11-23,2:21:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,TERM,APD Do Not Use,8674,White,Female
NT,2019-11-23,3:27:00,Public Intoxication,East 6th Street And,Trinity Street,TERM,APD Do Not Use,6781,Hispanic or Latino,Male
NT,2019-11-23,3:55:00,Disorderly Conduct - Fighting,NECHES,,TERM,Other Agency,8067,White,Male
NT,2019-11-23,23:58:00,Public Intoxication,700 Block East 7th Street,,IN,APD Do Not Use,7787,White,Male
NT,2019-11-23,23:59:00,Public Intoxication,1213 Sabine Street,,TERM,APD Do Not Use,8548,White,Male
NT,2019-11-24,0:00:00,Public Intoxication,1213 Sabine Street,,ACT,APD Do Not Use,6086,Hispanic or Latino,Female
NT,2019-11-24,2:20:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,IN,APD Do Not Use,6331,White,Male
NT,2019-11-24,2:20:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,6331,White,Male
NT,2019-11-24,16:45:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,TERM,APD Do Not Use,8242,Hispanic or Latino,Male
NT,2019-11-24,17:45:00,Pedestrian In Roadway/City Ordinance,500 Block East 7th Street,,ACT,APD Do Not Use,8242,Black or African American,Male
NT,2019-11-24,18:20:00,Public Intoxication,400 Block East 6th Street,,IN,APD Do Not Use,8740,Black or African American,Male
NT,2019-11-24,21:39:00,Obstruction in the DACC Area Prohibited,700 Block Neches Street,,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2019-11-25,16:10:00,Criminal Mischief-Destruction Of Prop,800 Block West 6th Street,,TERM,APD Do Not Use,6986,White,Male
NT,2019-11-25,17:49:00,Public Intoxication,500 Block South Congress Avenue,,TERM,APD Do Not Use,6614,Hispanic or Latino,Female
NT,2019-11-25,20:55:00,Aggressive Solicitation,700 Block Neches Street,,IN,APD Do Not Use,7796,White,Male
NT,2019-11-26,0:00:00,Public Intoxication,800 Block West 6th Street,,TERM,APD Do Not Use,7095,White,Male
NT,2019-11-27,0:00:00,Public Intoxication,909 North Lamar Boulevard,,TERM,APD Do Not Use,6290,White,Male
NT,2019-11-28,10:56:00,Human Waste,E 5TH,,TERM,Other Agency,4949,White,Male
NT,2019-11-29,0:40:00,Public Intoxication,West 26th Street And,Rio Grande Street,TERM,APD Do Not Use,8416,White,Male
NT,2019-11-29,2:15:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,TERM,APD Do Not Use,7245,Other,Female
NT,2019-11-29,2:30:00,Disorderly Conduct - Fighting,East 6th Street And Trinity Street,,IN,APD Do Not Use,7764,White,Male
NT,2019-11-30,2:37:00,Disregard Order Of A Police Officer,East 6th Street And North Alley,,IN,APD Do Not Use,8422,Black or African American,Male
NT,2019-11-30,19:50:00,Camping In A Public Place,700 East 7th Street,,IN,APD Do Not Use,8235,White,Male
NT,2019-11-30,20:20:00,Pedestrian In Roadway/City Ordinance,East 6th Street And Neches Street,,ACT,APD Do Not Use,7245,White,Male
NT,2019-12-01,0:00:00,Public Intoxication,6th Street And,San Jacinto,TERM,APD Do Not Use,8230,White,Male
NT,2019-12-01,0:00:00,Obstruction in the DACC Area Prohibited,500 Block Trinity Street,,TERM,APD Do Not Use,8224,Black or African American,Female
NT,2019-12-01,0:19:00,Manifesting - Prostitution,200 Block East 6th Street,,IN,APD Do Not Use,8140,White,Female
NT,2019-12-01,1:21:00,Disregard Order Of A Police Officer,400 Block East 6th Street,,TERM,APD Do Not Use,7765,Black or African American,Female
NT,2019-12-01,2:23:00,Simple Assault By Contact,400 Block East 6th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2019-12-01,16:20:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,8242,Black or African American,Male
NT,2019-12-01,17:55:00,Possession Of Drug Paraphernalia,400 Block East 8th Street,,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2019-12-01,19:45:00,Public Intoxication,1110m Guadalupe Street,,IN,APD Do Not Use,7070,White,Male
TR,2019-12-03,12:00:00,Pedestrian Walking Against Light,7th Street And Neches Street,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2019-12-03,12:00:00,Open Glass Container,7th Street And Neches Street,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2019-12-04,0:20:00,Public Intoxication,1213 Sabine Street,,ACT,APD Do Not Use,7447,White,Male
NT,2019-12-04,1:07:00,Public Intoxication,600 Block West Avenue,,TERM,APD Do Not Use,8674,White,Male
NT,2019-12-04,2:02:00,Public Intoxication,325 East 6th Street,,IN,APD Do Not Use,8126,Black or African American,Male
NT,2019-12-04,10:57:00,Possession Of Drug Paraphernalia,BLK N IH 35 SVRD NB,,ACT,Other Agency,7095,Black or African American,Male
NT,2019-12-04,11:41:00,Possession Of Drug Paraphernalia,500 Block Brazos Street,,IN,APD Do Not Use,7785,White,Male
NT,2019-12-04,16:20:00,Public Intoxication,609 Congress Avenue,,ACT,APD Do Not Use,7837,White,Male
NT,2019-12-05,0:00:00,Public Intoxication,East 6th Street And,Congress Avenue,ACT,APD Do Not Use,7401,White,Male
NT,2019-12-05,0:00:00,Public Intoxication,East 6th Street And,Congress Avenue,TERM,APD Do Not Use,8594,White,Male
NT,2019-12-05,0:00:00,Public Intoxication,1221 Algarita Avenue,,TERM,APD Do Not Use,8969,White,Male
NT,2019-12-05,19:30:00,Disregard Order Of A Police Officer,East 6th Street,Brazos,TERM,APD Do Not Use,8067,Black or African American,Male
NT,2019-12-05,19:30:00,Possession Of Drug Paraphernalia,East 6th Street,Brazos,TERM,APD Do Not Use,8067,Black or African American,Male
NT,2019-12-05,21:30:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,8235,Black or African American,Male
NT,2019-12-05,21:35:00,Obstruction in the DACC Area Prohibited,700 Block Neches Street,,IN,APD Do Not Use,7796,White,Male
NT,2019-12-06,0:00:00,Manifesting - Drugs,600 Block Sabine Street,,TERM,APD Do Not Use,7072,Black or African American,Female
NT,2019-12-06,0:00:00,Manifesting - Drugs,600 Block Sabine Street,,ACT,APD Do Not Use,7072,Black or African American,Female
NT,2019-12-06,0:00:00,Public Intoxication,500 Block Trinity Street,,IN,APD Do Not Use,8789,White,Male
NT,2019-12-06,0:50:00,Public Intoxication,600 Block Neches Street,,TERM,APD Do Not Use,8110,Black or African American,Female
NT,2019-12-06,2:17:00,Public Intoxication,300 Block East 6th Street,,ACT,APD Do Not Use,7796,Black or African American,Male
NT,2019-12-06,2:42:00,Public Intoxication,1701 East Cesar Chavez Street,,IN,APD Do Not Use,8953,White,Male
NT,2019-12-06,4:15:00,Park Curfew Violation,Waller Creek Park,,TERM,APD Do Not Use,6306,Black or African American,Male
NT,2019-12-06,4:20:00,Park Curfew Violation,422 GUADALUPE STREET,,IN,APD Do Not Use,4674,,
NT,2019-12-06,4:30:00,Park Curfew Violation,1200 Block Red River,,IN,APD Do Not Use,6481,White,Female
NT,2019-12-06,4:30:00,Park Curfew Violation,1200 Block Red River,,IN,APD Do Not Use,6687,Black or African American,Male
NT,2019-12-06,4:30:00,Park Curfew Violation,422 Guadalupe Street,,IN,APD Do Not Use,6632,Black or African American,Male
NT,2019-12-06,4:30:00,Park Curfew Violation,422 GUADALUPE STREET,,IN,APD Do Not Use,5364,White,Male
NT,2019-12-06,4:30:00,Park Curfew Violation,422 GUADALUPE STREET,,IN,APD Do Not Use,5364,White,Female
NT,2019-12-06,4:30:00,Park Curfew Violation,1200 Block Red River Street,,IN,APD Do Not Use,6687,White,Female
NT,2019-12-06,4:30:00,Statute Not Found,1200 Block Red River,,TERM,APD Do Not Use,6481,Black or African American,Male
NT,2019-12-06,4:40:00,Human Waste,515 East 12th Street,,TERM,APD Do Not Use,6121,Black or African American,Male
NT,2019-12-06,4:40:00,Statute Not Found,515 East 12th Street,,TERM,APD Do Not Use,6121,Black or African American,Male
NT,2019-12-06,4:59:00,Statute Not Found,515 Block Red River Street,,TERM,APD Do Not Use,4547,Hispanic or Latino,Male
NT,2019-12-06,20:00:00,Possession Of Drug Paraphernalia,East 6th Street,Sabine Street,ACT,APD Do Not Use,7324,Black or African American,Male
NT,2019-12-06,20:20:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,TERM,APD Do Not Use,5145,Hispanic or Latino,Female
TR,2019-12-06,20:20:00,Pedestrian Crossing Midblock,500 Block East 7th Street,,TERM,APD Do Not Use,5145,Hispanic or Latino,Female
NT,2019-12-06,23:00:00,Possession Of Drug Paraphernalia,400 Block East 6th Street,,TERM,APD Do Not Use,8242,Black or African American,Male
NT,2019-12-07,0:55:00,Interference With A Police Service Animal,400 Block East 6th Street,,IN,APD Do Not Use,8140,White,Male
NT,2019-12-07,1:30:00,Public Intoxication,500 Block Neches Street,,TERM,APD Do Not Use,7764,Hispanic or Latino,Female
NT,2019-12-07,1:41:00,Human Waste,TRINITY ST,,TERM,Other Agency,8140,White,Male
NT,2019-12-07,1:43:00,Human Waste,TRINITY ST,,IN,Other Agency,8140,White,Male
NT,2019-12-07,3:14:00,Human Waste,East 8th St Street And San Jacinto,,TERM,APD Do Not Use,8242,White,Male
NT,2019-12-07,18:30:00,Gaming - Cards; Dice; Or Balls,Neches Street,Trinity Street,ACT,APD Do Not Use,8230,Black or African American,Male
NT,2019-12-07,22:58:00,Human Waste,400 Block East 6th Street,,TERM,APD Do Not Use,7764,White,Male
NT,2019-12-07,23:45:00,Misdemeanor Theft C - Less Than $100,314 East 6th Street,,IN,APD Do Not Use,7245,White,Male
NT,2019-12-07,23:45:00,Possession Of Drug Paraphernalia,314 East 6th Street,,IN,APD Do Not Use,7245,White,Male
NT,2019-12-08,0:47:00,Public Intoxication,600 Block West 6th Street,,IN,APD Do Not Use,8346,Hispanic or Latino,Male
NT,2019-12-08,2:18:00,Disorderly Conduct - Fighting,East 6th Street,Trinity Street,TERM,APD Do Not Use,8747,White,Female
NT,2019-12-08,2:18:00,Disorderly Conduct - Fighting,East 6th Street,Trinity Street,TERM,APD Do Not Use,8747,White,Female
NT,2019-12-08,2:22:00,Disorderly Conduct - Fighting,407 East 6th Street,,IN,APD Do Not Use,8750,Hispanic or Latino,Female
NT,2019-12-08,2:23:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,ACT,APD Do Not Use,6802,White,Female
NT,2019-12-08,2:27:00,Disorderly Conduct - Fighting,600 TRINITY,,IN,APD Do Not Use,8422,Hispanic or Latino,Male
NT,2019-12-08,2:29:00,Disorderly Conduct - Fighting,7th Street,Trinity Street,TERM,APD Do Not Use,8235,Hispanic or Latino,Male
NT,2019-12-08,2:30:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,IN,APD Do Not Use,7764,Black or African American,Male
NT,2019-12-09,0:05:00,Public Intoxication,408 West 23rd Street,,ACT,APD Do Not Use,8879,,Female
NT,2019-12-11,20:20:00,Obstruction in the DACC Area Prohibited,East 6th Street And Brazos Street,,TERM,APD Do Not Use,8067,White,Male
NT,2019-12-12,14:24:00,Public Intoxication,6th Street And Congress Avenue,,ACT,APD Do Not Use,7284,White,Male
NT,2019-12-12,21:30:00,Obstruction in the DACC Area Prohibited,400 Block East 6th Street,,ACT,APD Do Not Use,8152,Black or African American,Male
NT,2019-12-12,21:30:00,Obstruction in the DACC Area Prohibited,400 1/2 East 6th Street,,ACT,APD Do Not Use,8235,Black or African American,Male
NT,2019-12-13,0:01:00,Possession Of Drug Paraphernalia,E 6TH ST,S ALLEY,IN,Other Agency,8140,Black or African American,Male
NT,2019-12-13,0:44:00,Disorderly Conduct - Fighting,409 East 6th Street,,ACT,APD Do Not Use,8789,Hispanic or Latino,Female
NT,2019-12-13,0:44:00,Disorderly Conduct - Fighting,409 East 6th Street,,IN,APD Do Not Use,8789,Hispanic or Latino,Female
NT,2019-12-13,0:44:00,Disorderly Conduct - Fighting,409 East 6th Street,,TERM,APD Do Not Use,8789,Hispanic or Latino,Female
NT,2019-12-13,1:20:00,Public Intoxication,100 Block West 4th Street,,TERM,APD Do Not Use,7945,White,Female
NT,2019-12-13,2:25:00,Human Waste,East 7th Street And San Jacinto Street,,TERM,APD Do Not Use,8224,Black or African American,Male
NT,2019-12-13,3:53:00,Disorderly Conduct - Fighting,E 6TH ST,,IN,Other Agency,8140,White,Male
NT,2019-12-13,4:29:00,Park Curfew Violation,422 Block Guadalupe Street,,TERM,APD Do Not Use,4547,Hispanic or Latino,Male
NT,2019-12-14,0:00:00,Public Intoxication,611 Neches Street,,TERM,APD Do Not Use,7245,White,Male
NT,2019-12-14,0:05:00,Public Intoxication,1213 Sabine Street,,IN,APD Do Not Use,8945,White,Female
NT,2019-12-14,1:40:00,Public Intoxication,East 6th Street And,Trinity Street,ACT,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2019-12-14,2:43:00,Failure To Identify - Refuse,East 7th Street And,Neches Street,TERM,APD Do Not Use,8140,Black or African American,Male
NT,2019-12-14,2:43:00,Public Intoxication,East 7th Street And,Neches Street,IN,APD Do Not Use,8140,Black or African American,Male
NT,2019-12-14,11:30:00,Possession Of Drug Paraphernalia,500 Block Brazos Street,,TERM,APD Do Not Use,4949,White,Female
NT,2019-12-14,21:00:00,Theft Of Service,717 East 7th Street,,TERM,APD Do Not Use,8152,Black or African American,Male
NT,2019-12-14,23:00:00,Possession Of Drug Paraphernalia,600 Block Sabine Street,,IN,APD Do Not Use,5930,Black or African American,Male
NT,2019-12-15,0:00:00,Public Intoxication,100 Block West 4th Street,,ACT,APD Do Not Use,7699,Black or African American,Female
NT,2019-12-15,0:00:00,Obstruction in the DACC Area Prohibited,East 6th Street,Neches Street,TERM,APD Do Not Use,7872,White,Male
TR,2019-12-15,0:00:00,Pedestrian Crossing Midblock,Trinity Street,Neches Street,TERM,APD Do Not Use,7872,White,Male
NT,2019-12-15,0:00:00,Public Intoxication,401 West 2nd Street,,TERM,APD Do Not Use,7824,White,Male
NT,2019-12-15,0:10:00,Public Intoxication,400 Block East 6th Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2019-12-15,3:53:00,Public Intoxication,1213 Sabine Street,,TERM,APD Do Not Use,7326,Black or African American,Male
NT,2019-12-16,0:00:00,Public Intoxication,901 East 6th Street,,TERM,APD Do Not Use,8394,White,Female
NT,2019-12-16,0:00:00,Public Intoxication,300 Block West 6th Street,,TERM,APD Do Not Use,7849,White,Male
NT,2019-12-16,12:00:00,Possession Of Drug Paraphernalia,800 Block Red River Street,,IN,APD Do Not Use,5930,White,Female
NT,2019-12-17,0:00:00,Public Intoxication,500 Block Lavaca Street,,TERM,APD Do Not Use,7203,White,Male
NT,2019-12-17,0:01:00,Misdemeanor Theft C - Less Than $100,31 North Ih 35 Service,,ACT,APD Do Not Use,8248,Hispanic or Latino,Male
NT,2019-12-17,0:30:00,Human Waste,600 Block Neches Street,,TERM,APD Do Not Use,4949,Hispanic or Latino,Male
NT,2019-12-17,20:31:00,Public Intoxication,710 West Cesar Chavez Street,,TERM,APD Do Not Use,7850,White,Male
NT,2019-12-18,18:38:00,Possession Of Drug Paraphernalia,619 North Ih 35 Service Road,,ACT,APD Do Not Use,7850,,Male
NT,2019-12-19,12:18:00,Pedestrian In Roadway/City Ordinance,5th Street And Bowie Street,,ACT,APD Do Not Use,7284,Black or African American,Male
NT,2019-12-19,18:46:00,Consuming Alcohol In A Public Street,E 7TH ST,,TERM,Other Agency,7796,Hispanic or Latino,Male
NT,2019-12-20,1:40:00,Disorderly Conduct - Fighting,76 Rainey Street,,TERM,APD Do Not Use,7786,White,Male
NT,2019-12-20,19:49:00,Public Intoxication,109 East 7th Street,,TERM,APD Do Not Use,8190,Black or African American,Male
NT,2019-12-20,20:30:00,Public Intoxication,1213 Sabine Street,,TERM,APD Do Not Use,7699,White,Male
NT,2019-12-20,20:35:00,Camping In A Public Place,500 East 7th Street,,TERM,APD Do Not Use,7796,Black,Male
NT,2019-12-21,12:58:00,Simple Assault By Contact,225 West 2nd Street,,ACT,APD Do Not Use,5666,Black or African American,Male
NT,2019-12-21,19:32:00,Public Intoxication,North Ih 35 Service Road And,East 6th Street,IN,APD Do Not Use,8199,White,Male
NT,2019-12-21,21:16:00,Public Intoxication,500 Block Rio Grande Street,,TERM,APD Do Not Use,7837,Hispanic or Latino,Male
NT,2019-12-22,2:05:00,Disorderly Conduct - Fighting,308 East 6th Street,,IN,APD Do Not Use,8190,Hispanic or Latino,Female
NT,2019-12-22,16:55:00,Smoking - Public Place,115 East 6th Street,,IN,APD Do Not Use,7699,White,Female
NT,2019-12-22,16:55:00,Possession Of Drug Paraphernalia,115 East 6th Street,,TERM,APD Do Not Use,8110,Black or African American,Male
NT,2019-12-22,19:51:00,Smoking - Public Place,600 Block Sabine Street,,TERM,APD Do Not Use,7699,Black or African American,Male
NT,2019-12-23,0:01:00,Public Intoxication,300 Block West 5th Street,,IN,APD Do Not Use,5193,White,Male
NT,2019-12-23,20:50:00,Public Intoxication,400 Block East 6th Street,,TERM,APD Do Not Use,7245,Hispanic or Latino,Male
NT,2019-12-23,20:50:00,Simple Assault By Contact,400 Block East 6th Street,,TERM,APD Do Not Use,7245,Hispanic or Latino,Male
NT,2019-12-23,23:24:00,Public Intoxication,1200 Block Sabine Street,,TERM,APD Do Not Use,8442,White,Male
NT,2019-12-24,0:00:00,Public Intoxication,823 Congress Avenue,,TERM,APD Do Not Use,7764,White,Male
NT,2019-12-24,1:31:00,Public Intoxication,400 Block East 7th Street,,TERM,APD Do Not Use,7597,Hispanic or Latino,Female
NT,2019-12-24,11:45:00,Consuming Alcohol In A Public Street,E 7TH STREET,,TERM,Other Agency,5666,White,Male
NT,2019-12-24,18:48:00,Smoking - Public Place,800 Block Waller Creek,,IN,APD Do Not Use,8235,White,Female
NT,2019-12-24,20:15:00,Camping In A Public Place,400 Block East 6th Street,,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2019-12-25,1:15:00,Disorderly Conduct - Fighting,720 East 7th Street,,TERM,APD Do Not Use,8664,Black or African American,Male
NT,2019-12-25,1:15:00,Disorderly Conduct - Fighting,720 East 7th Street,,ACT,APD Do Not Use,8664,White,Male
NT,2019-12-25,15:11:00,Public Intoxication,905 East 3rd Street,,IN,APD Do Not Use,8906,White,Male
NT,2019-12-25,18:20:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,IN,APD Do Not Use,8235,Black or African American,Male
NT,2019-12-26,1:50:00,Public Intoxication,Trinity Street And,6th Street,ACT,APD Do Not Use,8422,White,Female
NT,2019-12-26,1:50:00,Public Intoxication,Trinity Street And,6th Street,IN,APD Do Not Use,8422,Hispanic or Latino,Male
NT,2019-12-26,2:15:00,Disregard Order Of A Police Officer,E 6TH ST,TRINITY ST,IN,Other Agency,8140,Hispanic or Latino,Male
NT,2019-12-26,15:45:00,Misdemeanor Theft C - Less Than $100,213 East 6th Street,,TERM,APD Do Not Use,7764,Black or African American,Male
NT,2019-12-26,18:23:00,Public Intoxication,300 Block East 6th Street,,TERM,APD Do Not Use,7592,Hispanic or Latino,Male
NT,2019-12-26,19:00:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,IN,APD Do Not Use,8235,Hispanic or Latino,Male
NT,2019-12-26,19:00:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,TERM,APD Do Not Use,8235,Hispanic or Latino,Male
NT,2019-12-26,22:10:00,Theft Of Service,707 East Cesar Chavez Street,,ACT,APD Do Not Use,7785,White,Male
NT,2019-12-27,8:56:00,Human Waste,San Jacinto And East 10th Street,,TERM,APD Do Not Use,4949,White,Male
NT,2019-12-28,0:01:00,Public Intoxication,1213 Sabine Street,,TERM,APD Do Not Use,8945,Black or African American,Male
NT,2019-12-28,2:08:00,Disorderly Conduct - Fighting,E 6TH ST,,IN,Other Agency,8126,Black or African American,Male
NT,2019-12-29,2:00:00,Disorderly Conduct - Fighting,East 6th Street,San Jacinto Boulevard,IN,APD Do Not Use,8565,Black or African American,Female
NT,2019-12-29,2:18:00,Simple Assault By Contact - Family,5800 Block Sweeny Circle,,TERM,APD Do Not Use,8898,Black or African American,Male
NT,2019-12-30,1:05:00,Public Intoxication,605 Davis Street,,ACT,APD Do Not Use,8951,Black or African American,Male
NT,2019-12-30,22:25:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,TERM,APD Do Not Use,7796,Black or African American,Female
NT,2019-12-31,0:00:00,Public Intoxication,East 6th Street And,Neches Street,ACT,APD Do Not Use,8224,White,Female
NT,2019-12-31,15:15:00,Public Intoxication,211 Walter Seaholm Drive,,IN,APD Do Not Use,7765,White,Male
NT,2019-12-31,15:30:00,Failure To Identify - Refuse,East 5th Street,Navasota Street,IN,APD Do Not Use,8906,Black or African American,Male
NT,2020-01-01,0:01:00,Public Intoxication,200 Block Lavaca Street,,TERM,APD Do Not Use,8895,White,Male
NT,2020-01-01,1:47:00,Disregard Order Of A Police Officer,E 6TH ST,,TERM,Other Agency,7284,Other,Male
TR,2020-01-02,1:42:00,Pedestrian Walking Against Light,E 6TH ST,TRINITY ST,IN,Other Agency,8140,Black or African American,Male
NT,2020-01-02,10:30:00,Theft Of Service,604 Brazos Street,,IN,APD Do Not Use,6136,White,Male
NT,2020-01-02,14:05:00,Manifesting - Drugs,400 Block East 6th Street,,TERM,APD Do Not Use,7756,Black or African American,Male
NT,2020-01-02,19:21:00,Obstruction in the DACC Area Prohibited,500 Block East 7th Street,,ACT,APD Do Not Use,7796,Black or African American,Male
NT,2020-01-03,0:00:00,Public Intoxication,612 Brazos Street,,IN,APD Do Not Use,6290,White,Male
NT,2020-01-03,0:07:00,Statute Not Found,SABINE ST,WALLER CREEK,TERM,Other Agency,8140,Black or African American,Male
NT,2020-01-03,0:08:00,Public Intoxication,2714 Guadalupe Street,,IN,APD Do Not Use,8416,White,Male
NT,2020-01-03,0:15:00,Statute Not Found,SABINE ST,WALLER CREEK,TERM,Other Agency,8140,Black or African American,Male
NT,2020-01-03,0:20:00,Park Curfew Violation,SABINE ST,WALLER CREEK,ACT,Other Agency,8140,Black or African American,Male
NT,2020-01-03,1:39:00,Park Curfew Violation,SABINE ST,WQLLER CREEK,IN,Other Agency,8140,Black or African American,Male
NT,2020-01-03,1:42:00,Statute Not Found,SABINE ST,WALLER CREEK,TERM,Other Agency,8140,Black or African American,Male
NT,2020-01-03,1:48:00,Human Waste,SABINE ST,WALLER CREEK,TERM,Other Agency,8140,Hispanic or Latino,Male
NT,2020-01-03,2:24:00,Public Intoxication,400 Block East 7th Street,,ACT,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2020-01-03,15:00:00,Possession Of Drug Paraphernalia,400 Block East 6th Street,,TERM,APD Do Not Use,8105,Hispanic or Latino,Male
NT,2020-01-04,1:30:00,Public Intoxication,500 Block San Jacinto Boulevard,,TERMA,APD Do Not Use,7592,White,Male
NT,2020-01-04,1:58:00,Disorderly Conduct - Fighting,600 Block East 6th Street,,TERM,APD Do Not Use,8951,Black or African American,Male
NT,2020-01-04,14:40:00,Consuming Alcohol In A Public Street,E 6TH ST,,IN,Other Agency,7284,Black or African American,Male
TR,2020-01-05,0:00:00,Pedestrian On Roadway,400 Block East 6th Street,,IN,APD Do Not Use,6781,Black or African American,Male
NT,2020-01-05,1:00:00,Public Intoxication,4320 South Congress Avenue,,IN,APD Do Not Use,7549,Hispanic or Latino,Female
NT,2020-01-05,1:30:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,6757,Hispanic or Latino,Male
NT,2020-01-05,2:02:00,Public Intoxication,406 East 6th Street,,TERM,APD Do Not Use,8126,Hispanic or Latino,Male
NT,2020-01-05,2:11:00,Public Intoxication,619 North Ih 35 Service Road,,ACT,APD Do Not Use,8953,Hispanic or Latino,Female
NT,2020-01-05,2:11:00,Public Intoxication,619 North Ih 35 Service Road,,TERM,APD Do Not Use,8953,Hispanic or Latino,Female
NT,2020-01-05,2:55:00,Public Intoxication,East 6th Street And,Trinity Street,TERM,APD Do Not Use,8140,Black or African American,Male
NT,2020-01-05,13:19:00,Possession Of Drug Paraphernalia,400 South Alley And 6th Street,,TERM,APD Do Not Use,7699,Hispanic or Latino,Male
NT,2020-01-06,9:47:00,Simple Assault By Contact-Family,West 4th Street,Guadalupe Street,TERM,APD Do Not Use,7433,Hispanic or Latino,Female
NT,2020-01-06,10:30:00,Human Waste,3rd Street And Brazos Street,,TERM,APD Do Not Use,7766,White,Male
NT,2020-01-06,20:22:00,Human Waste,600 Block Congress Avenue,,TERM,APD Do Not Use,5635,White,Male
NT,2020-01-06,21:47:00,Public Intoxication,501 East 6th Street,,IN,APD Do Not Use,8235,,
NT,2020-01-07,14:21:00,Obstruction in the DACC Area Prohibited,505 East 7th Street,,TERM,APD Do Not Use,8346,Black or African American,Male
NT,2020-01-08,1:55:00,Public Intoxication,325 East 6th Street,,ACT,APD Do Not Use,7597,Hispanic or Latino,Female
NT,2020-01-08,4:34:00,Possession Of Drug Paraphernalia,600 Block Neches Street,,ACT,APD Do Not Use,8789,Black or African American,Male
NT,2020-01-08,13:46:00,Possession Of Drug Paraphernalia,400 Block East 6th Street,,TERM,APD Do Not Use,8346,Black or African American,Male
NT,2020-01-08,15:00:00,Possession Of Drug Paraphernalia,600 Block Trinity Street,,IN,APD Do Not Use,8346,White,Male
NT,2020-01-09,16:34:00,Pedestrian In Roadway/City Ordinance,500 East 7th Street,,IN,APD Do Not Use,6802,Black or African American,Female
NT,2020-01-10,0:46:00,Human Waste,E 6TH ST,,IN,Other Agency,8115,,Male
TR,2020-01-10,2:05:00,Pedestrian On Roadway,500 Block Trinity Street,,IN,APD Do Not Use,8140,White,Female
NT,2020-01-10,15:42:00,Public Intoxication,East 7th Street And,Ih 35 Service Road,IN,APD Do Not Use,8196,White,Male
NT,2020-01-11,0:15:00,Public Intoxication,807 East 4th Street,,TERM,APD Do Not Use,7881,White,Male
NT,2020-01-11,17:32:00,Noise-Unlawfully Amplifying Sound,92 Rainey Street,,TERM,APD Do Not Use,3454,White,Male
NT,2020-01-11,22:51:00,Noise-Unlawfully Amplifying Sound,76 Rainey Street,,TERM,APD Do Not Use,3454,White,Male
NT,2020-01-11,23:16:00,Noise-Unlawfully Amplifying Sound,88 Rainey Street,,TERM,APD Do Not Use,3454,,Male
NT,2020-01-12,0:00:00,Public Intoxication,500 Block Trinity Street,,IN,APD Do Not Use,6086,Hispanic or Latino,Male
TR,2020-01-13,20:33:00,Pedestrian On Roadway,500 Block North Ih 35,,TERM,APD Do Not Use,8411,Black or African American,Female
NT,2020-01-13,23:00:00,Fire - Unauthorized Burning,408 Block West 12th Street,,TERM,FD,1492,,
NT,2020-01-13,23:15:00,Possession Of Drug Paraphernalia,East 7th Street,North Ih 35,TERM,APD Do Not Use,8235,Black or African American,Female
NT,2020-01-13,23:15:00,Possession Of Drug Paraphernalia,East 7th Street,North Ih 35,ACT,APD Do Not Use,8235,Black or African American,Male
NT,2020-01-14,0:00:00,Possession Of Drug Paraphernalia,Brazos Street,East 6th Street,IN,APD Do Not Use,7872,White,Female
NT,2020-01-14,7:50:00,"Possess, Consume, Sell Alcohol In Prohibited Park Area",600 Block Sabine Street,,IN,APD Do Not Use,5930,Hispanic or Latino,Male
